id_lo,id_mid,id_hi,n
716,793,1378,15
716,1067,1286,19
717,792,1621,17
719,751,967,111
719,814,1440,97
720,758,1105,110
721,1197,1558,13
721,1197,1739,111
724,1252,1337,109
726,829,1002,104
727,757,1568,19
727,1566,1709,108
729,1210,1570,110
729,1294,1445,18
730,1011,1785,115
730,1075,1627,17
730,1283,1332,107
731,902,1507,109
731,1132,1224,109
731,1184,1575,14
732,988,1613,18
732,996,1619,20
732,1011,1734,114
733,1441,1470,111
734,737,1036,18
734,986,1132,16
735,982,1411,22
735,983,1325,16
735,1144,1696,15
736,1363,1494,107
736,1446,1710,13
738,971,1279,16
740,853,1467,13
742,1514,1774,14
746,777,1208,105
746,800,1083,114
746,1198,1574,113
746,1503,1647,111
747,959,1849,108
749,878,1029,14
749,1087,1300,19
749,1109,1360,15
749,1639,1774,19
751,1073,1108,12
751,1283,1557,108
752,1351,1782,16
752,1478,1617,13
754,1218,1512,114
755,842,973,109
755,1216,1355,17
755,1221,1619,18
757,872,1716,21
757,1538,1805,110
758,878,1818,21
759,980,1247,106
759,1063,1677,13
759,1237,1757,19
760,1358,1759,15
762,1483,1583,19
763,870,1600,14
765,1188,1761,117
766,833,1697,106
767,1230,1412,14
767,1310,1467,110
768,1285,1689,110
770,1293,1591,106
771,1141,1181,114
772,1661,1791,107
776,826,1259,14
776,1603,1656,108
779,1159,1584,107
780,947,1364,13
780,1243,1278,17
783,837,1570,18
783,839,1009,99
783,920,1412,16
783,1449,1495,13
783,1675,1726,15
784,991,1506,13
785,1613,1823,17
786,871,1695,14
786,1279,1432,114
787,968,1708,112
787,1025,1622,15
790,875,1558,107
790,1502,1558,17
790,1550,1743,18
791,1343,1659,106
792,1196,1715,16
792,1318,1818,108
793,1378,1474,14
794,968,1022,103
796,1497,1742,18
797,885,1131,15
798,1080,1385,16
799,846,1474,17
800,985,997,96
800,1564,1650,114
801,1120,1450,15
804,927,1349,10
804,1202,1722,18
804,1335,1491,15
805,1096,1276,17
808,847,1789,106
808,1147,1571,113
809,1270,1836,113
810,1138,1232,14
810,1342,1536,108
813,1008,1142,15
813,1144,1683,105
815,1248,1618,14
816,876,908,116
817,925,1515,106
819,1001,1590,19
820,928,1314,104
820,1245,1598,115
821,1222,1753,102
822,1071,1702,16
823,1016,1248,106
824,830,1843,113
827,889,1536,13
827,925,1163,16
828,908,1702,111
828,1363,1714,105
830,870,1331,20
830,1179,1650,20
830,1512,1806,15
831,1048,1176,15
834,1277,1852,116
836,1025,1529,115
836,1052,1082,18
837,1251,1755,12
838,871,1512,113
838,1070,1339,13
838,1082,1835,17
838,1306,1409,20
838,1660,1712,109
842,1323,1759,17
843,938,1181,110
843,978,1778,113
844,1677,1798,15
845,1251,1833,17
848,1352,1386,16
848,1577,1811,18
849,902,1744,14
850,1719,1816,19
852,1173,1509,19
854,985,1583,15
854,1379,1606,14
857,905,1029,13
858,1701,1820,114
859,987,1655,108
859,1131,1693,117
860,1358,1386,18
862,1245,1753,14
863,1104,1132,13
864,1476,1660,17
865,1407,1853,18
866,1219,1547,113
870,982,1329,109
871,926,1840,17
871,1182,1759,15
871,1186,1295,109
871,1656,1681,17
872,951,1853,15
874,1077,1513,114
876,1041,1258,16
876,1245,1287,103
877,883,1276,108
878,1449,1613,18
879,898,904,105
879,1238,1785,107
880,1260,1376,110
882,1158,1835,108
883,1342,1508,106
883,1617,1710,111
885,1560,1668,17
886,920,1820,17
886,1616,1763,111
889,1405,1765,112
891,1158,1789,108
893,970,1175,13
893,1115,1158,16
894,1029,1117,108
897,943,1358,16
898,906,1359,18
898,944,1222,109
901,1442,1772,15
904,909,1158,18
904,1202,1656,111
905,1312,1740,108
906,1350,1755,15
907,1381,1802,112
908,1032,1813,17
909,1146,1725,13
909,1159,1253,109
910,1592,1623,13
913,1150,1271,112
915,1066,1634,16
916,1156,1255,15
919,1154,1227,18
920,998,1624,106
923,1699,1709,107
924,967,1838,115
926,1311,1588,102
926,1365,1591,17
930,1255,1332,101
930,1544,1545,16
931,1328,1787,16
932,1194,1571,103
932,1589,1817,113
933,1014,1819,103
934,1248,1784,19
934,1272,1563,110
935,1718,1784,112
943,972,1426,108
943,1161,1379,112
944,1274,1612,13
945,1381,1804,111
946,1323,1364,107
948,1222,1588,13
949,1224,1572,17
952,1147,1450,15
952,1169,1315,96
952,1410,1419,13
954,1487,1552,114
955,1364,1815,17
956,1118,1807,13
956,1579,1723,114
957,973,1047,106
957,1516,1587,105
963,1477,1852,115
965,1318,1588,111
966,1308,1838,14
967,1197,1317,109
967,1466,1747,18
968,1034,1577,113
971,1196,1338,13
971,1302,1469,16
972,1553,1772,107
973,1045,1320,113
975,1428,1775,19
976,998,1584,114
976,1230,1584,16
976,1445,1786,14
977,1375,1838,12
979,1144,1395,107
982,1530,1798,14
983,1507,1804,13
987,1702,1753,16
988,1125,1752,14
989,1208,1255,18
992,1290,1381,107
992,1409,1606,18
992,1754,1842,114
994,1286,1488,15
997,1029,1437,16
999,1064,1353,17
999,1315,1753,14
1000,1168,1215,116
1000,1639,1799,14
1002,1046,1707,107
1002,1429,1616,108
1003,1179,1756,14
1004,1548,1566,112
1006,1240,1674,112
1006,1337,1849,17
1007,1228,1728,102
1008,1434,1748,16
1010,1151,1354,17
1012,1326,1401,16
1014,1390,1777,14
1014,1502,1732,111
1017,1325,1550,14
1019,1032,1457,20
1021,1075,1612,106
1021,1298,1494,14
1023,1390,1568,112
1024,1471,1572,13
1028,1384,1573,103
1028,1411,1460,106
1029,1113,1120,15
1031,1416,1828,19
1032,1220,1378,114
1033,1330,1358,107
1034,1147,1658,17
1034,1252,1821,105
1038,1479,1828,105
1038,1599,1827,105
1039,1216,1247,110
1039,1305,1311,113
1041,1409,1586,111
1044,1480,1737,12
1045,1210,1732,110
1045,1486,1664,11
1046,1310,1810,102
1047,1479,1741,111
1048,1178,1531,19
1049,1127,1294,112
1049,1347,1503,114
1050,1189,1682,110
1051,1093,1619,101
1054,1180,1226,112
1054,1672,1682,104
1057,1058,1482,96
1057,1158,1374,113
1059,1437,1745,112
1062,1270,1505,110
1064,1398,1788,14
1064,1486,1661,13
1065,1346,1676,16
1066,1407,1763,17
1068,1235,1782,11
1075,1485,1723,15
1076,1287,1295,102
1084,1317,1753,113
1085,1181,1188,109
1086,1302,1482,110
1088,1427,1735,15
1088,1511,1616,108
1089,1489,1675,99
1092,1176,1394,108
1093,1315,1392,92
1093,1478,1697,11
1096,1311,1561,110
1098,1200,1438,15
1099,1757,1835,11
1100,1163,1519,107
1100,1576,1791,14
1101,1255,1705,14
1101,1314,1566,119
1102,1117,1371,109
1102,1336,1407,112
1106,1279,1798,113
1107,1609,1850,110
1114,1254,1371,20
1114,1462,1508,106
1116,1327,1834,108
1116,1395,1515,15
1118,1822,1826,15
1121,1489,1735,109
1123,1438,1719,18
1126,1230,1278,110
1128,1324,1658,12
1131,1537,1568,11
1135,1250,1555,18
1141,1214,1709,114
1142,1398,1724,113
1143,1272,1770,118
1145,1470,1533,110
1146,1430,1584,113
1147,1589,1662,14
1148,1249,1377,17
1151,1245,1769,110
1151,1292,1710,16
1153,1313,1376,106
1154,1221,1436,103
1158,1224,1804,110
1160,1220,1463,15
1160,1381,1453,13
1161,1754,1814,16
1162,1196,1449,107
1165,1337,1729,17
1165,1835,1837,113
1171,1476,1719,108
1178,1600,1610,111
1184,1301,1386,110
1184,1655,1817,20
1189,1410,1834,114
1192,1311,1486,112
1193,1454,1711,106
1198,1501,1841,105
1201,1284,1639,19
1201,1616,1817,102
1205,1565,1601,112
1218,1350,1477,115
1224,1455,1460,19
1226,1504,1771,20
1228,1536,1594,111
1228,1655,1661,12
1229,1288,1722,109
1229,1292,1547,16
1231,1527,1797,12
1232,1491,1838,107
1233,1576,1830,107
1234,1727,1772,115
1236,1471,1755,14
1239,1727,1828,17
1241,1297,1694,110
1242,1376,1812,112
1242,1462,1796,13
1243,1631,1709,114
1245,1349,1616,13
1246,1345,1714,116
1247,1319,1320,16
1259,1466,1823,109
1261,1386,1584,19
1262,1479,1608,104
1271,1386,1388,16
1271,1405,1510,17
1272,1634,1748,19
1275,1336,1800,14
1276,1429,1813,20
1280,1410,1757,105
1281,1512,1784,115
1284,1370,1575,110
1286,1417,1633,113
1295,1438,1584,17
1301,1378,1507,17
1303,1426,1576,17
1304,1360,1524,12
1305,1393,1790,18
1308,1352,1565,106
1311,1552,1819,14
1323,1673,1756,108
1326,1503,1522,111
1330,1568,1777,15
1337,1465,1764,113
1343,1371,1434,12
1344,1379,1559,21
1348,1558,1776,20
1349,1538,1745,107
1349,1805,1828,20
1356,1374,1686,19
1359,1388,1592,115
1361,1756,1836,111
1371,1708,1719,19
1375,1633,1839,109
1377,1405,1750,108
1379,1472,1699,14
1391,1416,1477,18
1395,1772,1820,12
1397,1419,1568,104
1403,1651,1720,110
1411,1431,1801,14
1413,1514,1533,18
1418,1604,1817,110
1428,1544,1664,16
1432,1670,1810,16
1434,1482,1755,16
1443,1460,1563,111
1443,1740,1745,13
1449,1680,1717,104
1451,1618,1767,110
1451,1662,1777,112
1454,1672,1773,109
1457,1822,1845,109
1459,1559,1751,103
1464,1698,1710,17
1480,1616,1802,14
1483,1641,1792,19
1492,1723,1810,15
1497,1544,1567,113
1499,1710,1764,113
1513,1631,1677,107
1520,1609,1696,17
1523,1619,1701,110
1538,1654,1757,17
1542,1698,1804,19
1546,1639,1696,16
1549,1606,1755,108
1749,1751,1820,12
