,triplet_id,correct_avg,correct_id,delta,Accuracy Avg. Model,id_lo,id_mid,id_hi,prop_max,n_per_triplet,is_improvement,prop_max_rounded
260,261,0.6666666666666666,0.6666666666666666,0.0,6,1303,1426,1576,0.7058823529411765,17,1,0.7
261,262,0.819047619047619,0.8380952380952381,0.01904761904761909,8,130,346,715,0.8220338983050848,118,1,0.8
262,263,0.8,0.8,0.0,7,1304,1360,1524,0.8333333333333334,12,1,0.8
263,264,0.875,0.75,-0.125,8,1305,1393,1790,0.8333333333333334,18,0,0.8
264,265,0.8522727272727273,0.8522727272727273,0.0,8,1308,1352,1565,0.8490566037735849,106,1,0.8
265,266,0.25,0.5,0.25,2,1311,1552,1819,0.5714285714285714,14,1,0.6
266,267,0.9791666666666666,0.9791666666666666,0.0,9,13,124,1069,0.971153846153846,104,1,1.0
267,268,0.6595744680851063,0.7021276595744681,0.042553191489361764,6,131,861,1618,0.6666666666666666,108,1,0.7
268,269,0.5263157894736842,0.6210526315789474,0.09473684210526323,5,131,881,1101,0.4953271028037383,107,1,0.5
269,270,0.34,0.54,0.2,3,132,235,842,0.3944954128440367,109,1,0.4
270,271,0.9595959595959596,0.9595959595959596,0.0,9,1323,1673,1756,0.9629629629629628,108,1,1.0
271,272,0.9183673469387755,0.9183673469387755,0.0,9,1326,1503,1522,0.90990990990991,111,1,0.9
272,273,0.5714285714285714,0.5714285714285714,0.0,5,132,957,1343,0.6470588235294118,17,1,0.6
273,274,0.5,0.6666666666666666,0.16666666666666663,4,1330,1568,1777,0.4666666666666667,15,1,0.5
274,275,0.8709677419354839,0.8709677419354839,0.0,8,13,312,993,0.8738738738738738,111,1,0.9
275,276,1.0,1.0,0.0,9,133,506,1608,0.8666666666666667,15,1,0.9
276,277,0.8941176470588236,0.9058823529411765,0.0117647058823529,8,133,551,1073,0.8962264150943396,106,1,0.9
277,278,0.0,1.0,1.0,0,133,666,1738,0.4615384615384615,13,1,0.5
278,279,0.3113207547169811,0.5471698113207547,0.2358490566037736,3,1337,1465,1764,0.504424778761062,113,1,0.5
279,280,1.0,1.0,0.0,9,134,1177,1179,0.9523809523809524,21,1,1.0
280,281,0.5,0.875,0.375,4,134,161,643,0.625,16,1,0.6
281,282,0.875,0.875,0.0,8,134,221,1390,0.8947368421052632,19,1,0.9
282,283,0.7717391304347826,0.8260869565217391,0.05434782608695654,7,134,308,1742,0.7735849056603774,106,1,0.8
283,284,0.5,0.0,-0.5,4,1343,1371,1434,0.5,12,0,0.5
284,285,0.45,0.67,0.22000000000000003,4,134,348,384,0.4571428571428571,105,1,0.5
285,286,1.0,1.0,0.0,9,1344,1379,1559,0.9523809523809524,21,1,1.0
286,287,1.0,1.0,0.0,9,134,489,868,1.0,15,1,1.0
287,288,1.0,1.0,0.0,9,134,533,814,0.9411764705882352,17,1,0.9
288,289,0.8888888888888888,0.8888888888888888,0.0,8,1348,1558,1776,0.85,20,1,0.8
289,290,0.6666666666666666,0.6666666666666666,0.0,6,134,865,1030,0.7222222222222222,18,1,0.7
290,291,0.7553191489361702,0.7659574468085106,0.010638297872340385,7,134,880,1646,0.6972477064220184,109,1,0.7
291,292,0.6236559139784946,0.6881720430107527,0.06451612903225812,6,1349,1538,1745,0.6635514018691588,107,1,0.7
292,293,0.375,0.625,0.25,3,1349,1805,1828,0.5,20,1,0.5
293,294,0.9484536082474226,0.9484536082474226,0.0,9,135,1261,1501,0.9537037037037036,108,1,1.0
294,295,0.0,0.5,0.5,0,135,238,1218,0.875,16,1,0.9
295,296,0.5714285714285714,0.2857142857142857,-0.2857142857142857,5,135,520,542,0.6111111111111112,18,0,0.6
296,297,0.5714285714285714,0.5714285714285714,0.0,5,1356,1374,1686,0.631578947368421,19,1,0.6
297,298,0.5714285714285714,0.6476190476190476,0.07619047619047625,5,1359,1388,1592,0.5826086956521739,115,1,0.6
298,299,0.7326732673267327,0.7821782178217822,0.04950495049504955,7,1361,1756,1836,0.7207207207207207,111,1,0.7
299,300,0.7912087912087912,0.8461538461538461,0.05494505494505497,7,136,740,997,0.8037383177570093,107,1,0.8
300,301,0.9,0.9,0.0,8,1371,1708,1719,0.7894736842105263,19,1,0.8
301,302,0.9032258064516129,0.9032258064516129,0.0,9,137,1350,1565,0.9047619047619048,105,1,0.9
302,303,0.7722772277227723,0.7722772277227723,0.0,7,1375,1633,1839,0.7889908256880734,109,1,0.8
303,304,1.0,1.0,0.0,9,13,76,1042,0.7222222222222222,18,1,0.7
304,305,0.6666666666666666,0.6862745098039216,0.019607843137254943,6,1377,1405,1750,0.6574074074074074,108,1,0.7
305,306,0.6666666666666666,0.8333333333333334,0.16666666666666674,6,1379,1472,1699,0.4285714285714285,14,1,0.4
306,307,0.47115384615384615,0.5961538461538461,0.125,4,137,995,1188,0.4594594594594595,111,1,0.5
307,308,0.3333333333333333,0.3333333333333333,0.0,3,138,145,644,0.6666666666666666,15,1,0.7
308,309,0.5,0.75,0.25,4,138,1523,1733,0.5625,16,1,0.6
309,310,0.26804123711340205,0.4639175257731959,0.19587628865979384,2,138,249,1356,0.4285714285714285,105,1,0.4
310,311,0.3,0.7,0.39999999999999997,2,138,299,1610,0.6,20,1,0.6
311,312,1.0,1.0,0.0,9,138,374,982,0.9230769230769232,13,1,0.9
312,313,1.0,1.0,0.0,9,138,810,1381,0.8666666666666667,15,1,0.9
313,314,0.6666666666666666,0.6666666666666666,0.0,6,1391,1416,1477,0.7777777777777778,18,1,0.8
314,315,0.6666666666666666,0.6666666666666666,0.0,6,139,1521,1823,0.75,12,1,0.8
315,316,0.8,0.4,-0.4,7,1395,1772,1820,0.8333333333333334,12,0,0.8
316,317,0.9789473684210527,0.9789473684210527,0.0,9,1397,1419,1568,0.9807692307692308,104,1,1.0
317,318,0.6666666666666666,0.6666666666666666,0.0,6,13,990,1502,0.8,10,1,0.8
318,319,0.6,0.8,0.20000000000000007,5,139,992,1658,0.7333333333333333,15,1,0.7
319,320,0.69,0.73,0.040000000000000036,6,140,243,1849,0.7181818181818181,110,1,0.7
320,321,0.6701030927835051,0.6391752577319587,-0.030927835051546393,6,1403,1651,1720,0.6909090909090909,110,0,0.7
321,322,0.8333333333333334,1.0,0.16666666666666663,8,141,1004,1310,0.7647058823529411,17,1,0.8
322,323,0.0,0.6666666666666666,0.6666666666666666,0,1411,1431,1801,0.7142857142857143,14,1,0.7
323,324,0.6893203883495146,0.6699029126213593,-0.01941747572815533,6,141,159,433,0.7094017094017094,117,0,0.7
324,325,0.625,0.625,0.0,6,1413,1514,1533,0.6111111111111112,18,1,0.6
325,326,0.4175824175824176,0.5714285714285714,0.1538461538461538,4,14,131,931,0.5576923076923077,104,1,0.6
326,327,0.4519230769230769,0.5961538461538461,0.14423076923076922,4,141,431,1470,0.4594594594594595,111,1,0.5
327,328,0.4835164835164835,0.5714285714285714,0.08791208791208788,4,14,180,1285,0.5181818181818182,110,1,0.5
328,329,0.38613861386138615,0.6336633663366337,0.24752475247524752,3,1418,1604,1817,0.5454545454545454,110,1,0.5
329,330,0.3469387755102041,0.5102040816326531,0.163265306122449,3,141,954,1509,0.4678899082568807,109,1,0.5
330,331,0.7142857142857143,0.7142857142857143,0.0,7,142,1193,1787,0.7857142857142857,14,1,0.8
331,332,0.8541666666666666,0.8541666666666666,0.0,8,142,572,1055,0.831858407079646,113,1,0.8
332,333,0.4,0.5,0.09999999999999998,3,1428,1544,1664,0.5,16,1,0.5
333,334,0.9347826086956522,0.9456521739130435,0.010869565217391242,9,143,1705,1831,0.9306930693069309,101,1,0.9
334,335,0.42857142857142855,0.5714285714285714,0.14285714285714285,4,1432,1670,1810,0.5,16,1,0.5
335,336,0.3333333333333333,0.7777777777777778,0.4444444444444445,3,14,323,500,0.6842105263157895,19,1,0.7
336,337,1.0,0.5,-0.5,9,1434,1482,1755,0.75,16,0,0.8
337,338,0.9101123595505618,0.9325842696629213,0.022471910112359494,9,143,542,955,0.8878504672897196,107,1,0.9
338,339,0.9278350515463918,0.9381443298969072,0.010309278350515427,9,1443,1460,1563,0.90990990990991,111,1,0.9
339,340,0.25,0.25,0.0,2,1443,1740,1745,0.6153846153846154,13,1,0.6
340,341,0.8241758241758241,0.8461538461538461,0.02197802197802201,8,1449,1680,1717,0.8269230769230769,104,1,0.8
341,342,0.46153846153846156,0.23076923076923078,-0.23076923076923078,4,145,1104,1659,0.5263157894736842,19,0,0.5
342,343,0.865979381443299,0.8762886597938144,0.010309278350515427,8,1451,1618,1767,0.8727272727272727,110,1,0.9
343,344,0.32323232323232326,0.46464646464646464,0.14141414141414138,3,1451,1662,1777,0.5089285714285714,112,1,0.5
344,345,1.0,1.0,0.0,9,145,249,1675,0.8461538461538461,13,1,0.8
345,346,0.896551724137931,0.896551724137931,0.0,8,1454,1672,1773,0.8990825688073395,109,1,0.9
346,347,0.6086956521739131,0.6847826086956522,0.07608695652173914,6,1457,1822,1845,0.5963302752293578,109,1,0.6
347,348,0.8351648351648352,0.8901098901098901,0.05494505494505486,8,145,797,1793,0.8349514563106796,103,1,0.8
348,349,0.36666666666666664,0.6333333333333333,0.26666666666666666,3,1459,1559,1751,0.4951456310679611,103,1,0.5
349,350,0.4,0.4,0.0,3,146,1000,1739,0.5333333333333333,15,1,0.5
350,351,0.5714285714285714,0.42857142857142855,-0.14285714285714285,5,1464,1698,1710,0.6470588235294118,17,0,0.6
351,352,0.46938775510204084,0.5816326530612245,0.11224489795918363,4,147,641,1137,0.4711538461538461,104,1,0.5
352,353,0.5714285714285714,0.7142857142857143,0.1428571428571429,5,1480,1616,1802,0.7142857142857143,14,1,0.7
353,354,0.875,0.875,0.0,8,148,1470,1751,0.875,16,1,0.9
354,355,0.5,0.6666666666666666,0.16666666666666663,4,1483,1641,1792,0.5263157894736842,19,1,0.5
355,356,1.0,1.0,0.0,9,148,612,1195,0.9411764705882352,17,1,0.9
356,357,1.0,1.0,0.0,9,148,646,1188,0.9411764705882352,17,1,0.9
357,358,0.98,0.98,0.0,9,148,930,1372,0.9818181818181818,110,1,1.0
358,359,0.0,1.0,1.0,0,149,1228,1241,0.6666666666666666,15,1,0.7
359,360,0.5,1.0,0.5,4,1492,1723,1810,0.5333333333333333,15,1,0.5
360,361,0.7473684210526316,0.7578947368421053,0.010526315789473717,7,14,925,1782,0.7431192660550459,109,1,0.7
361,362,0.9782608695652174,0.9782608695652174,0.0,9,1497,1544,1567,0.9823008849557522,113,1,1.0
362,363,0.6808510638297872,0.6914893617021277,0.010638297872340496,6,149,916,1184,0.7047619047619048,105,1,0.7
363,364,0.9368421052631579,0.9368421052631579,0.0,9,1499,1710,1764,0.9380530973451328,113,1,0.9
364,365,0.5,0.625,0.125,4,150,1025,1354,0.5,16,1,0.5
365,366,0.6195652173913043,0.6847826086956522,0.0652173913043479,6,1,502,1157,0.5754716981132075,106,1,0.6
366,367,0.29896907216494845,0.6391752577319587,0.34020618556701027,2,150,305,1425,0.543859649122807,114,1,0.5
367,368,0.46,0.7,0.23999999999999994,4,150,484,1152,0.5514018691588785,107,1,0.6
368,369,0.4,0.6,0.19999999999999996,3,151,1147,1794,0.5294117647058824,17,1,0.5
369,370,0.963302752293578,0.963302752293578,0.0,9,151,1291,1446,0.9401709401709402,117,1,0.9
370,371,0.7777777777777778,0.8555555555555555,0.07777777777777772,7,151,186,1718,0.8,110,1,0.8
371,372,0.7157894736842105,0.8,0.08421052631578951,7,151,208,1652,0.7281553398058253,103,1,0.7
372,373,0.3157894736842105,0.631578947368421,0.3157894736842105,3,1513,1631,1677,0.4859813084112149,107,1,0.5
373,374,0.8888888888888888,1.0,0.11111111111111116,8,151,629,743,0.8461538461538461,13,1,0.8
374,375,0.4,0.4,0.0,3,1520,1609,1696,0.6470588235294118,17,1,0.6
375,376,0.5098039215686274,0.6764705882352942,0.16666666666666674,5,1523,1619,1701,0.5,110,1,0.5
376,377,0.5108695652173914,0.6304347826086957,0.11956521739130432,5,152,552,1118,0.5471698113207547,106,1,0.5
377,378,0.6666666666666666,0.8888888888888888,0.2222222222222222,6,15,295,732,0.625,16,1,0.6
378,379,0.3877551020408163,0.6020408163265306,0.2142857142857143,3,153,1159,1697,0.3944954128440367,109,1,0.4
379,380,0.125,0.875,0.75,1,153,245,1075,0.7692307692307693,13,1,0.8
380,381,0.5,0.625,0.125,4,153,289,1656,0.6470588235294118,17,1,0.6
381,382,1.0,1.0,0.0,9,153,476,1015,0.7222222222222222,18,1,0.7
382,383,0.47058823529411764,0.6274509803921569,0.1568627450980392,4,153,750,1224,0.4864864864864865,111,1,0.5
383,384,0.6666666666666666,0.6666666666666666,0.0,6,15,380,1167,0.5,18,1,0.5
384,385,0.6666666666666666,0.5,-0.16666666666666663,6,1538,1654,1757,0.7058823529411765,17,0,0.7
385,386,0.375,0.75,0.375,3,15,408,1484,0.4375,16,1,0.4
386,387,1.0,1.0,0.0,9,1542,1698,1804,1.0,19,1,1.0
387,388,0.09090909090909091,0.5454545454545454,0.4545454545454545,0,154,501,1784,0.5263157894736842,19,1,0.5
388,389,0.0,0.0,0.0,0,1546,1639,1696,0.8125,16,1,0.8
389,390,0.7821782178217822,0.7920792079207921,0.00990099009900991,7,1549,1606,1755,0.7685185185185185,108,1,0.8
390,391,0.9662921348314607,0.9662921348314607,0.0,9,155,1001,1429,0.9626168224299064,107,1,1.0
391,392,0.6666666666666666,0.6666666666666666,0.0,6,155,1126,1461,0.7894736842105263,19,1,0.8
392,393,0.5,0.75,0.25,4,155,475,1325,0.5294117647058824,17,1,0.5
393,394,0.49056603773584906,0.5943396226415094,0.10377358490566035,4,155,545,761,0.5043478260869565,115,1,0.5
394,395,0.7010309278350515,0.7319587628865979,0.030927835051546393,7,156,590,1178,0.7117117117117117,111,1,0.7
395,396,0.8888888888888888,0.8888888888888888,0.0,8,156,670,1802,0.9444444444444444,18,1,0.9
396,397,1.0,0.7142857142857143,-0.2857142857142857,9,156,856,1851,1.0,15,0,1.0
397,398,0.7446808510638298,0.7553191489361702,0.010638297872340496,7,157,550,1230,0.7545454545454545,110,1,0.8
398,399,0.8571428571428571,0.8571428571428571,0.0,8,157,963,994,0.9411764705882352,17,1,0.9
399,400,0.6060606060606061,0.6464646464646465,0.04040404040404044,6,158,1269,1453,0.616822429906542,107,1,0.6
400,401,0.9789473684210527,0.9789473684210527,0.0,9,158,171,1686,0.9803921568627452,102,1,1.0
401,402,0.7142857142857143,0.7142857142857143,0.0,7,158,766,1605,0.7647058823529411,17,1,0.8
402,403,0.8505747126436781,0.8620689655172413,0.011494252873563204,8,159,1376,1408,0.8785046728971962,107,1,0.9
403,404,0.22826086956521738,0.5760869565217391,0.34782608695652173,2,159,1462,1547,0.51,100,1,0.5
404,405,0.8333333333333334,0.8333333333333334,0.0,8,159,512,885,0.8666666666666667,15,1,0.9
405,406,1.0,1.0,0.0,9,160,1288,1727,0.7142857142857143,14,1,0.7
406,407,1.0,1.0,0.0,9,160,276,666,0.9230769230769232,13,1,0.9
407,408,0.5154639175257731,0.6494845360824743,0.1340206185567011,5,160,891,1333,0.5304347826086957,115,1,0.5
408,409,0.8333333333333334,0.6666666666666666,-0.16666666666666674,8,16,1286,1364,0.6875,16,0,0.7
409,410,0.5833333333333334,0.5833333333333334,0.0,5,161,449,1658,0.5263157894736842,19,1,0.5
410,411,0.449438202247191,0.6179775280898876,0.1685393258426966,4,161,595,1551,0.4622641509433962,106,1,0.5
411,412,0.8888888888888888,0.8888888888888888,0.0,8,161,732,1682,0.9444444444444444,18,1,0.9
412,413,0.875,0.875,0.0,8,162,496,799,0.631578947368421,19,1,0.6
413,414,0.8333333333333334,0.8333333333333334,0.0,8,162,525,1442,0.8666666666666667,15,1,0.9
414,415,0.26595744680851063,0.46808510638297873,0.2021276595744681,2,162,980,1798,0.4144144144144144,111,1,0.4
415,416,0.8653846153846154,0.8076923076923077,-0.05769230769230771,8,163,1016,1457,0.875,112,0,0.9
416,417,0.4948453608247423,0.5051546391752577,0.010309278350515427,4,16,312,845,0.4736842105263157,114,1,0.5
417,418,0.8888888888888888,0.6666666666666666,-0.2222222222222222,8,163,1502,1699,0.8,15,0,0.8
418,419,0.7575757575757576,0.8484848484848485,0.09090909090909094,7,163,351,1811,0.7727272727272727,110,1,0.8
419,420,0.6288659793814433,0.6082474226804123,-0.020618556701030966,6,163,588,1389,0.6576576576576577,111,0,0.7
420,421,0.0,0.0,0.0,0,16,430,431,0.375,16,1,0.4
421,422,0.6,0.631578947368421,0.03157894736842104,5,164,462,1842,0.5614035087719298,114,1,0.6
422,423,1.0,1.0,0.0,9,165,264,514,1.0,14,1,1.0
423,424,0.34951456310679613,0.5922330097087378,0.2427184466019417,3,166,261,1659,0.4181818181818181,110,1,0.4
424,425,0.46078431372549017,0.5784313725490197,0.1176470588235295,4,166,359,1529,0.4684684684684684,111,1,0.5
425,426,0.25,0.75,0.5,2,166,684,1678,0.6428571428571429,14,1,0.6
426,427,0.78,0.79,0.010000000000000009,7,166,702,830,0.75,116,1,0.8
427,428,0.5980392156862745,0.6372549019607843,0.039215686274509776,5,167,496,624,0.6126126126126126,111,1,0.6
428,429,0.4666666666666667,0.4666666666666667,0.0,4,167,753,1461,0.4954128440366973,109,1,0.5
429,430,0.8252427184466019,0.8446601941747572,0.01941747572815533,8,167,795,1480,0.8256880733944955,109,1,0.8
430,431,0.9615384615384616,0.9615384615384616,0.0,9,168,1094,1831,0.9626168224299064,107,1,1.0
431,432,0.7254901960784313,0.7843137254901961,0.05882352941176472,7,168,268,725,0.7217391304347827,115,1,0.7
432,433,0.8888888888888888,0.8888888888888888,0.0,8,168,330,614,0.8333333333333334,18,1,0.8
433,434,0.36538461538461536,0.41346153846153844,0.04807692307692307,3,168,595,1618,0.3839285714285714,112,1,0.4
434,435,0.5555555555555556,0.6666666666666666,0.11111111111111105,5,169,1493,1551,0.5714285714285714,14,1,0.6
435,436,0.2,0.2,0.0,1,169,936,1762,0.5,14,1,0.5
436,437,0.5833333333333334,0.5,-0.08333333333333337,5,170,1164,1343,0.6111111111111112,18,0,0.6
437,438,0.8888888888888888,0.8888888888888888,0.0,8,170,358,1004,0.6875,16,1,0.7
438,439,1.0,1.0,0.0,9,170,973,1038,0.9375,16,1,0.9
439,440,0.7222222222222222,0.7333333333333333,0.011111111111111072,7,17,1122,1539,0.7222222222222222,108,1,0.7
440,441,0.38144329896907214,0.4329896907216495,0.05154639175257736,3,172,1717,1726,0.4074074074074074,108,1,0.4
441,442,0.5670103092783505,0.5979381443298969,0.030927835051546393,5,172,174,1519,0.5420560747663551,107,1,0.5
442,443,0.4,0.6,0.19999999999999996,3,172,651,773,0.5,14,1,0.5
443,444,0.6666666666666666,0.7777777777777778,0.11111111111111116,6,173,469,967,0.7692307692307693,13,1,0.8
444,445,0.4807692307692308,0.49038461538461536,0.009615384615384581,4,173,798,816,0.4684684684684684,111,1,0.5
445,446,0.8571428571428571,1.0,0.1428571428571429,8,173,836,904,0.9375,16,1,0.9
446,447,0.42857142857142855,0.14285714285714285,-0.2857142857142857,4,174,793,1156,0.4,15,0,0.4
447,448,0.5714285714285714,0.5714285714285714,0.0,5,1749,1751,1820,0.5833333333333334,12,1,0.6
448,449,0.8333333333333334,0.8333333333333334,0.0,8,174,932,1758,0.9230769230769232,13,1,0.9
449,450,0.8333333333333334,0.8333333333333334,0.0,8,174,942,1163,0.5333333333333333,15,1,0.5
450,451,0.9325842696629213,0.9325842696629213,0.0,9,174,992,1476,0.9345794392523364,107,1,0.9
451,452,0.3333333333333333,0.6666666666666666,0.3333333333333333,3,175,296,950,0.3636363636363636,11,1,0.4
452,453,0.8913043478260869,0.8913043478260869,0.0,8,175,721,1373,0.8888888888888888,108,1,0.9
453,454,0.4,0.4,0.0,3,176,480,596,0.5333333333333333,15,1,0.5
454,455,0.8333333333333334,0.8333333333333334,0.0,8,176,503,511,0.7142857142857143,14,1,0.7
455,456,0.7142857142857143,0.5714285714285714,-0.1428571428571429,7,177,217,1216,0.7222222222222222,18,0,0.7
456,457,0.75,0.75,0.0,7,177,251,733,0.8571428571428571,14,1,0.9
457,458,0.7830188679245284,0.8679245283018868,0.08490566037735847,7,177,798,803,0.782608695652174,115,1,0.8
458,459,0.9,0.9,0.0,8,178,866,1054,0.8125,16,1,0.8
459,460,0.5,0.5,0.0,4,179,1002,1227,0.631578947368421,19,1,0.6
460,461,0.7551020408163265,0.7346938775510204,-0.020408163265306034,7,179,202,535,0.7719298245614035,114,0,0.8
461,462,0.6701030927835051,0.7216494845360825,0.05154639175257736,6,179,437,999,0.6759259259259259,108,1,0.7
462,463,0.3333333333333333,0.6041666666666666,0.2708333333333333,3,180,196,798,0.3727272727272727,110,1,0.4
463,464,0.7,0.81,0.1100000000000001,6,181,251,1306,0.6759259259259259,108,1,0.7
464,465,0.7450980392156863,0.7156862745098039,-0.02941176470588236,7,181,365,1656,0.7431192660550459,109,0,0.7
465,466,0.1,0.7,0.6,0,181,674,1795,0.6666666666666666,18,1,0.7
466,467,0.6666666666666666,0.6666666666666666,0.0,6,181,754,1396,0.75,16,1,0.8
467,468,0.8214285714285714,0.8214285714285714,0.0,8,18,244,1271,0.8349514563106796,103,1,0.8
468,469,0.9473684210526315,0.9473684210526315,0.0,9,182,556,1054,0.954954954954955,111,1,1.0
469,470,0.0,1.0,1.0,0,182,789,1067,0.55,20,1,0.6
470,471,1.0,1.0,0.0,9,182,842,1795,0.9166666666666666,12,1,0.9
471,472,0.5360824742268041,0.6701030927835051,0.134020618556701,5,18,323,576,0.5526315789473685,114,1,0.6
472,473,0.4,0.6,0.19999999999999996,3,183,759,1798,0.5333333333333333,15,1,0.5
473,474,0.6057692307692307,0.6442307692307693,0.03846153846153855,6,183,943,1553,0.6071428571428571,112,1,0.6
474,475,0.8333333333333334,0.8333333333333334,0.0,8,185,1434,1594,0.6666666666666666,18,1,0.7
475,476,0.9791666666666666,0.9791666666666666,0.0,9,186,660,1659,0.9380530973451328,113,1,0.9
476,477,0.7978723404255319,0.8191489361702128,0.021276595744680882,7,187,1416,1473,0.79,100,1,0.8
477,478,0.7142857142857143,0.8571428571428571,0.1428571428571428,7,187,434,1759,0.6875,16,1,0.7
478,479,0.7777777777777778,0.8888888888888888,0.11111111111111105,7,187,435,1433,0.6842105263157895,19,1,0.7
479,480,0.4,0.0,-0.4,3,188,1281,1826,0.4,15,0,0.4
480,481,0.6122448979591837,0.6326530612244898,0.020408163265306145,6,188,375,871,0.6285714285714286,105,1,0.6
481,482,0.5,0.5,0.0,4,188,585,1445,0.5333333333333333,15,1,0.5
482,483,1.0,1.0,0.0,9,188,611,637,1.0,14,1,1.0
483,484,0.7021276595744681,0.7127659574468085,0.010638297872340385,7,18,866,1493,0.6759259259259259,108,1,0.7
484,485,0.7,0.5,-0.19999999999999996,6,189,350,887,0.5882352941176471,17,0,0.6
485,486,0.6666666666666666,0.4444444444444444,-0.2222222222222222,6,18,989,1692,0.6875,16,0,0.7
486,487,0.5764705882352941,0.6705882352941176,0.09411764705882353,5,190,1624,1806,0.6039603960396039,101,1,0.6
487,488,0.0,1.0,1.0,0,190,204,1112,0.6842105263157895,19,1,0.7
488,489,0.7395833333333334,0.8020833333333334,0.0625,7,19,1030,1841,0.7706422018348624,109,1,0.8
489,490,0.978021978021978,0.989010989010989,0.010989010989011061,9,19,1103,1695,0.9807692307692308,104,1,1.0
490,491,0.8,0.8,0.0,7,191,207,1060,0.5333333333333333,15,1,0.5
491,492,0.4,0.4,0.0,3,191,328,1284,0.6666666666666666,15,1,0.7
492,493,1.0,0.8571428571428571,-0.1428571428571429,9,191,658,1819,1.0,16,0,1.0
493,494,0.375,0.5,0.125,3,192,1230,1531,0.5294117647058824,17,1,0.5
494,495,0.45794392523364486,0.5514018691588785,0.0934579439252336,4,192,257,1338,0.4827586206896552,116,1,0.5
495,496,1.0,1.0,0.0,9,192,491,1824,1.0,17,1,1.0
496,497,0.0,0.75,0.75,0,192,559,1542,0.4285714285714285,14,1,0.4
497,498,0.7142857142857143,0.8571428571428571,0.1428571428571428,7,192,797,836,0.4705882352941176,17,1,0.5
498,499,0.35789473684210527,0.5789473684210527,0.2210526315789474,3,192,812,1746,0.3689320388349514,103,1,0.4
499,500,0.2978723404255319,0.5957446808510638,0.2978723404255319,2,192,878,1019,0.6272727272727273,110,1,0.6
500,501,0.6666666666666666,0.0,-0.6666666666666666,6,193,540,1677,0.5714285714285714,14,0,0.6
501,502,0.45454545454545453,0.6090909090909091,0.1545454545454546,4,193,964,1148,0.4464285714285714,112,1,0.4
502,503,0.3877551020408163,0.6938775510204082,0.30612244897959184,3,194,553,1443,0.5636363636363636,110,1,0.6
503,504,0.7878787878787878,0.7878787878787878,0.0,7,194,680,793,0.7830188679245284,106,1,0.8
504,505,0.8,0.2,-0.6000000000000001,7,194,787,1017,0.5555555555555556,18,0,0.6
505,506,0.15151515151515152,0.6464646464646465,0.49494949494949503,1,195,1021,1333,0.5046728971962616,107,1,0.5
506,507,0.8,0.8,0.0,7,196,341,1717,0.7142857142857143,14,1,0.7
507,508,0.25,0.5,0.25,2,196,343,1419,0.6666666666666666,15,1,0.7
508,509,0.3333333333333333,0.3333333333333333,0.0,3,196,824,1356,0.4375,16,1,0.4
509,510,0.5,0.5,0.0,4,197,887,1690,0.75,16,1,0.8
510,511,0.625,0.625,0.0,6,198,409,836,0.6666666666666666,18,1,0.7
511,512,0.5119047619047619,0.5476190476190477,0.03571428571428581,5,198,581,672,0.4380952380952381,105,1,0.4
512,513,0.21,0.39,0.18000000000000002,2,199,1378,1482,0.3909090909090909,110,1,0.4
513,514,0.7373737373737373,0.7373737373737373,0.0,7,199,333,463,0.7117117117117117,111,1,0.7
514,515,0.5714285714285714,0.5714285714285714,0.0,5,199,437,915,0.5555555555555556,18,1,0.6
515,516,0.8333333333333334,0.8333333333333334,0.0,8,199,733,1623,0.8,15,1,0.8
516,517,0.5555555555555556,0.5555555555555556,0.0,5,200,337,1370,0.6666666666666666,18,1,0.7
517,518,0.0,1.0,1.0,0,200,497,984,0.4705882352941176,17,1,0.5
518,519,0.5319148936170213,0.7127659574468085,0.18085106382978722,5,200,924,1224,0.5514018691588785,107,1,0.6
519,520,0.875,0.875,0.0,8,201,323,1542,0.9444444444444444,18,1,0.9
520,521,0.7941176470588235,0.803921568627451,0.009803921568627527,7,201,918,1710,0.7924528301886793,106,1,0.8
521,522,0.6,0.8,0.20000000000000007,5,202,456,1805,0.7142857142857143,14,1,0.7
522,523,0.8415841584158416,0.8613861386138614,0.01980198019801982,8,203,1052,1193,0.8434782608695652,115,1,0.8
523,524,0.14285714285714285,0.2857142857142857,0.14285714285714285,1,203,1316,1354,0.6666666666666666,18,1,0.7
524,525,0.3333333333333333,0.5,0.16666666666666669,3,203,396,1320,0.4736842105263157,19,1,0.5
525,526,0.7294117647058823,0.7294117647058823,0.0,7,20,385,393,0.7450980392156863,102,1,0.7
526,527,1.0,1.0,0.0,9,204,260,867,0.9230769230769232,13,1,0.9
527,528,1.0,1.0,0.0,9,204,360,1671,0.6666666666666666,18,1,0.7
528,529,0.5192307692307693,0.6826923076923077,0.16346153846153844,5,205,1600,1690,0.4910714285714285,112,1,0.5
529,530,0.33653846153846156,0.5384615384615384,0.20192307692307687,3,205,268,480,0.5826086956521739,115,1,0.6
530,531,0.6666666666666666,0.6666666666666666,0.0,6,205,331,1376,0.6363636363636364,11,1,0.6
531,532,0.8333333333333334,0.8333333333333334,0.0,8,205,619,934,0.9411764705882352,17,1,0.9
532,533,0.43478260869565216,0.6304347826086957,0.19565217391304351,4,206,1058,1845,0.4466019417475728,103,1,0.4
533,534,0.9456521739130435,0.9456521739130435,0.0,9,206,1284,1708,0.9537037037037036,108,1,1.0
534,535,0.0,0.5,0.5,0,206,1830,1848,0.7142857142857143,14,1,0.7
