,triplet_id,correct_avg,correct_id,delta,Accuracy Avg. Model,id_lo,id_mid,id_hi,prop_max,n_per_triplet,is_improvement,prop_max_rounded
53,54,0.5714285714285714,0.42857142857142855,-0.14285714285714285,5,1044,1480,1737,0.6666666666666666,12,0,0.7
54,55,0.42,0.8,0.38000000000000006,4,1045,1210,1732,0.5454545454545454,110,1,0.5
55,56,0.0,0.8,0.8,0,1045,1486,1664,0.5454545454545454,11,1,0.5
56,57,0.8064516129032258,0.8279569892473119,0.021505376344086113,8,1046,1310,1810,0.8235294117647058,102,1,0.8
57,58,0.9019607843137255,0.9215686274509803,0.019607843137254832,9,1047,1479,1741,0.90990990990991,111,1,0.9
58,59,0.9230769230769231,0.9230769230769231,0.0,9,1048,1178,1531,0.9473684210526316,19,1,0.9
59,60,0.58,0.69,0.10999999999999999,5,1049,1127,1294,0.5357142857142857,112,1,0.5
60,61,0.6909090909090909,0.7181818181818181,0.027272727272727226,6,1049,1347,1503,0.6754385964912281,114,1,0.7
61,62,0.3235294117647059,0.6176470588235294,0.29411764705882354,3,1050,1189,1682,0.5909090909090909,110,1,0.6
62,63,0.5795454545454546,0.5795454545454546,0.0,5,1051,1093,1619,0.6138613861386139,101,1,0.6
63,64,0.625,0.6826923076923077,0.05769230769230771,6,105,210,1307,0.6403508771929824,114,1,0.6
64,65,0.7244897959183674,0.7244897959183674,0.0,7,1054,1180,1226,0.7321428571428571,112,1,0.7
65,66,0.797752808988764,0.8426966292134831,0.0449438202247191,7,1054,1672,1682,0.7884615384615384,104,1,0.8
66,67,1.0,1.0,0.0,9,105,638,1689,1.0,14,1,1.0
67,68,0.5795454545454546,0.5909090909090909,0.011363636363636354,5,1057,1058,1482,0.59375,96,1,0.6
68,69,0.6470588235294118,0.6764705882352942,0.02941176470588236,6,1057,1158,1374,0.6283185840707964,113,1,0.6
